striker,non_striker,runs
HC Knight,JL Gunn,0
JL Gunn,HC Knight,6
LA Marsh,HC Knight,0
HC Knight,LA Marsh,111
LA Marsh,KH Brunt,0
KH Brunt,LA Marsh,4
LA Marsh,D Hazell,0
D Hazell,LA Marsh,8
D Hazell,A Shrubsole,0
A Shrubsole,D Hazell,9
SJ Taylor,A Brindle,0
A Brindle,SJ Taylor,15
SJ Taylor,CM Edwards,0
CM Edwards,SJ Taylor,0
SD Robson,AN Cook,0
AN Cook,SD Robson,33
SD Robson,GS Ballance,0
GS Ballance,SD Robson,74
JE Root,LE Plunkett,0
LE Plunkett,JE Root,0
GS Ballance,LE Plunkett,0
LE Plunkett,GS Ballance,2
LE Plunkett,MJ Prior,2
MJ Prior,LE Plunkett,0
BA Stokes,LE Plunkett,0
LE Plunkett,BA Stokes,11
LE Plunkett,SCJ Broad,0
SCJ Broad,LE Plunkett,12
LE Plunkett,JM Anderson,0
JM Anderson,LE Plunkett,21
IR Bell,MM Ali,0
MM Ali,IR Bell,12
IR Bell,JC Buttler,0
JC Buttler,IR Bell,6
IR Bell,CJ Jordan,0
CJ Jordan,IR Bell,13
JE Root,CJ Jordan,0
CJ Jordan,JE Root,16
GS Ballance,MJ Prior,0
MJ Prior,GS Ballance,16
GS Ballance,CJ Jordan,0
CJ Jordan,GS Ballance,35
GS Ballance,SCJ Broad,0
SCJ Broad,GS Ballance,24
SD Robson,IR Bell,0
IR Bell,SD Robson,53
MM Ali,MJ Prior,0
MJ Prior,MM Ali,10
MJ Prior,CJ Jordan,0
CJ Jordan,MJ Prior,17
MM Ali,CJ Jordan,0
CJ Jordan,MM Ali,21
L Winfield,HC Knight,0
HC Knight,L Winfield,11
L Winfield,TT Beaumont,0
TT Beaumont,L Winfield,18
TT Beaumont,CM Edwards,0
CM Edwards,TT Beaumont,4
SJ Taylor,TT Beaumont,0
TT Beaumont,SJ Taylor,2
SJ Taylor,LS Greenway,0
LS Greenway,SJ Taylor,9
NR Sciver,JL Gunn,0
JL Gunn,NR Sciver,0
JL Gunn,A Shrubsole,0
A Shrubsole,JL Gunn,14
JL Gunn,SB Odedra,0
SB Odedra,JL Gunn,2
JL Gunn,KL Cross,0
KL Cross,JL Gunn,6
L Winfield,CM Edwards,0
CM Edwards,L Winfield,1
SJ Taylor,JL Gunn,0
JL Gunn,SJ Taylor,5
AN Cook,A Lyth,0
A Lyth,AN Cook,18
JC Buttler,AN Cook,9
AN Cook,JC Buttler,0
GS Ballance,A Lyth,0
A Lyth,GS Ballance,5
JC Buttler,MA Wood,11
MA Wood,JC Buttler,0
IR Bell,A Lyth,5
A Lyth,IR Bell,0
ST Finn,MM Ali,0
MM Ali,ST Finn,5
MA Wood,BA Stokes,0
BA Stokes,MA Wood,0
JC Tredwell,BA Stokes,0
BA Stokes,JC Tredwell,8
JC Tredwell,JC Buttler,0
JC Buttler,JC Tredwell,0
JC Buttler,CJ Jordan,0
CJ Jordan,JC Buttler,5
SCJ Broad,CJ Jordan,0
CJ Jordan,SCJ Broad,0
CJ Jordan,JM Anderson,0
JM Anderson,CJ Jordan,20
GS Ballance,JC Buttler,0
JC Buttler,GS Ballance,24
LS Greenway,CM Edwards,0
CM Edwards,LS Greenway,13
LS Greenway,NR Sciver,0
NR Sciver,LS Greenway,25
NR Sciver,GA Elwiss,0
GA Elwiss,NR Sciver,17
GA Elwiss,LA Marsh,0
LA Marsh,GA Elwiss,0
KH Brunt,A Shrubsole,0
A Shrubsole,KH Brunt,0
A Shrubsole,KL Cross,0
KL Cross,A Shrubsole,6
L Winfield,SJ Taylor,0
SJ Taylor,L Winfield,0
L Winfield,LS Greenway,0
LS Greenway,L Winfield,6
LS Greenway,GA Elwiss,0
GA Elwiss,LS Greenway,38
GA Elwiss,KH Brunt,0
KH Brunt,GA Elwiss,6
A Shrubsole,GA Elwiss,0
GA Elwiss,A Shrubsole,4
AD Hales,AN Cook,0
AN Cook,AD Hales,23
AD Hales,NRD Compton,0
NRD Compton,AD Hales,19
NRD Compton,JE Root,0
JE Root,NRD Compton,5
NRD Compton,JWA Taylor,0
JWA Taylor,NRD Compton,23
NRD Compton,BA Stokes,0
BA Stokes,NRD Compton,21
NRD Compton,JM Bairstow,0
JM Bairstow,NRD Compton,30
JWA Taylor,JE Root,37
JE Root,JWA Taylor,0
JWA Taylor,BA Stokes,0
BA Stokes,JWA Taylor,1
JM Bairstow,JWA Taylor,39
JWA Taylor,JM Bairstow,0
AN Cook,MA Wood,0
MA Wood,AN Cook,4
AU Rashid,MA Wood,0
MA Wood,AU Rashid,29
JM Bairstow,SR Patel,0
SR Patel,JM Bairstow,10
SR Patel,AU Rashid,0
AU Rashid,SR Patel,8
SR Patel,SCJ Broad,0
SCJ Broad,SR Patel,1
AN Cook,JWA Taylor,0
JWA Taylor,AN Cook,2
AN Cook,AU Rashid,0
AU Rashid,AN Cook,22
AD Hales,JE Root,0
JE Root,AD Hales,22
AD Hales,JM Vince,0
JM Vince,AD Hales,0
AD Hales,BA Stokes,0
BA Stokes,AD Hales,12
JM Bairstow,AD Hales,32
AD Hales,JM Bairstow,0
JM Vince,JM Bairstow,0
JM Bairstow,JM Vince,3
AD Hales,ST Finn,0
ST Finn,AD Hales,7
CR Woakes,JT Ball,0
JT Ball,CR Woakes,4
JM Vince,GS Ballance,0
GS Ballance,JM Vince,0
GS Ballance,JM Bairstow,0
JM Bairstow,GS Ballance,60
ST Finn,JT Ball,0
JT Ball,ST Finn,3
